index	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*type	*uber	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	*eol
Killhunger	100	1		2		26	21	kit	kite shield			5	5000	dred	dred		uni258				ac%		115	140	block		25	30	block2		30	30	lifesteal		3	5	heal-kill		6	6	nec		1	1	skill	69	1	3	skill	80	1	3																	0
Knight's Dawn	100	1		2		27	24	tow	tower shield			5	5000	whit	whit		uni259				ac%		120	150	block		25	35	block2		30	30	bar		1	1	oskill	holy shield	1	1	oskill	vengeance	1	3	oskill	concentration	1	2	sock		2	3																	0
Shield of Osirus	100	1		2		33	29	gts	gothic shield			5	5000	oran	oran		uni260				ac%		125	150	block		30	40	block3		40	40	allskills		1	1	res-all		25	25	balance2		30	30	aura	109	6	6	regen-mana		35	35	regen		2	5													0
Mongolian Trust	100	1		2		38	34	xuc	defender			5	5000	lyel	lyel		uni261				ac%		80	130	ass		1	1	skill-rand	2	251	280	skill-rand	2	251	280	block		15	30	lifesteal		3	5	pierce-ltng		10	15	swing1		10	15																	0
Undead Buckler	100	1		2		42	37	xml	round shield			5	5000	dgry	dgry		uni262				ac%		80	130	dru		1	1	skill-rand	2	221	250	skill-rand	2	221	250	block		15	30	oskill	skeleton mastery	5	5	oskill	revive	1	1	dmg-to-mana		10	10																	0
Spellbreaker	100	1		2		45	41	xrg	scutum			5	5000	lred	lred		uni263				ac%		80	130	sor		1	1	skill-rand	2	36	65	skill-rand	2	36	65	block		15	30	cast1		15	15	mana-kill		4	7	mana%		10	10																	0
Wishgranter	100	1		2		48	46	xit	dragon shield			5	5000	dgld	dgld		uni264				ac%		80	130	bar		1	1	skill-rand	2	126	155	skill-rand	2	126	155	block		15	30	dmg-max		10	15	hp%		10	10	att		200	200																	0
Maiden's Shield	100	1		2		54	51	xow	pavise			5	5000	dgrn	dgrn		uni265				ac%		80	130	ama		1	1	skill-rand	2	6	35	skill-rand	2	6	35	block		15	30	oskill	spear mastery	1	1	red-dmg%		10	15	manasteal		5	5																	0
Crusader's Wall	100	1		2		58	56	xts	ancient shield			5	5000	dyel	dyel		uni266				ac%		80	130	pal		1	1	skill-rand	2	96	125	skill-rand	2	96	125	block		15	30	res-all		25	35	red-dmg%		10	10	block2		20	20																	0
Lichward	100	1		2		51	47	xsh	grim shield			5	5000	blac	blac		uni267				ac%		80	130	nec		1	1	skill-rand	2	66	95	skill-rand	2	66	95	block		15	30	mana		35	35	aura	119	1	4	pierce-pois		15	15																	0
Razorbite Deflecter	100	1		2		47	43	xpk	barbed sheild			5	5000	oran	oran		uni268				ac%		80	130	allskills		1	1	openwounds		33	33	dmg-norm		5	15	dmg%		25	40	red-dmg		10	15	red-mag		10	15	block		25	45																	0
Sun Tormenter	100	1		1		57	53	uuc	Heater			5	5000	dred	dred		uni269				ac/lvl	20			res-fire		50	50	abs-fire%		25	25	dmg-fire		75	200	pierce-fire		25	25	extra-fire		20	25	res-fire-max		20	20	block		20	30	block2		30	30													0
Safewarden	100	1		1		68	65	urg	Hyperion			5	5000	dgry	dgry		uni270				ac%		100	200	red-dmg%		15	20	abs-mag%		25	25	res-all		20	30	block		75	75	block3		60	60																									0
Gloves																																																																					0
Goblin Touch	100	1		2		10	8	lgl	gloves			5	5000	lgrn	lgrn		uni271				ac		10	20	res-pois		15	25	dmg-demon		100	100	rep-dur	10			att		75	75	demon-heal		10	15																									0
Fiendfeast	100	1		2		17	14	vgl	heavy gloves			5	5000	blac	blac		uni272				ac		20	25	dmg-demon		50	50	dmg-undead		50	50	manasteal		4	6	mag%		15	15	gold%		25	25	red-dmg%		5	10																					0
Green God's Bracers	100	1		2		23	20	mgl	bracers			5	5000	dgrn	dgrn		uni273				ac%		100	115	swing1		15	15	skilltab	1	1	3	dmg-ltng		1	35	res-all		10	20	hp		25	35																									0
Skein of Pain	100	1		2		32	27	tgl	light gauntlets			5	5000				uni274				ac%		120	140	dmg-norm		3	12	swing1		10	10	mana		20	20	res-fire		15	25	res-ltng		20	40	skilltab	13	1	3																					0
Firesign	100	1		2		36	31	hgl	gauntlets			5	5000	dred	dred		uni275				ac%		125	150	dmg-fire		20	35	res-fire		35	45	res-fire-max		5	5	abs-fire%		5	5	half-freeze		1	1	light		2	4	fireskill		1	1																	0
Marauder's Claw	100	1		2		38	34	xlg	demonhide gloves			5	5000	dgry	dgry		uni276				ac%		100	125	dmg-min		6	10	reduce-ac		5	5	crush		5	5	gold%		100	100	res-cold		20	30	res-fire		20	30																					0
Conspiracy of Thieves	100	1		2		42	39	xvg	sharkskin gloves			5	5000	lred	lred		uni277				ac%		125	160	dex		25	25	mag%		20	30	abs-fire		10	15	abs-cold		10	15	abs-ltng		10	15	ac		20	40																					0
Rapturous Blessings	100	1		2		48	44	xmg	heavy bracers			5	5000	whit	whit		uni278				ac		75	125	oskill	salvation	1	1	cast1		10	10	res-all-max		5	5	res-all		10	15	enr		15	15	vit		15	15																					0
Gryphon's Claw	100	1		2		54	50	xtg	battle gauntlets			5	5000	dyel	dyel		uni279				ac%		130	160	dmg-max		6	10	swing1		10	10	skilltab	15	1	3	heal-kill		5	5	res-pois		25	25	res-cold		20	30																					0
Threat of Retribution	100	1		2		58	55	xhg	war gauntlets			5	5000	lgrn	lgrn		uni280				ac/lvl	16			ac%		50	75	oskill	8	5	7	gethit-skill	42	3	1	hit-skill	39	3	10	balance1		15	15	move1		15	15																					0
Griefspawn	100	1		1		62	57	ulg	Bramble Mitts			5	5000				uni281				ac%		75	100	dmg-norm		10	20	swing3		40	40	rip		1	1	hp%		10	10																													0
Hellhunger	100	1		1		83	78	utg	Crusader Gauntlets			5	5000				uni282				ac		75	125	allskills		1	1	oskill	lower resist	1	5	cast1		10	10	mag%		20	25																													0
Boots																																																																					0
Marathon Slipper	100	1		2		9	7	lbt	leather boots			5	5000	oran	oran		uni283				ac		15	25	move2		25	25	dex		5	10	res-ltng		20	30	gold%		35	35																													0
Angel's Tread	100	1		2		15	13	vbt	heavy boots			5	5000				uni284				ac		25	35	aura	99	1	3	balance2		15	20	res-all		15	20	mag%		15	20																													0
Bonemesh	100	1		2		22	19	mbt	chain boots			5	5000	lgry	lgry		uni285				ac%		100	125	res-curs-len		25	25	oskill	skeleton mastery	5	5	oskill	raise skeleton	3	3	dmg-undead		75	75	regen		3	3																									0
Lilith's Heels	100	1		2		29	26	tbt	light plate boots			5	5000	cred	cred		uni286				ac%		115	140	dmg-to-mana		5	10	skill	54	1	2	skill	37	1	1	mana		25	25	move2		20	20	res-cold		25	40																					0
Grimleaper	100	1		2		32	30	hbt	plate boots			5	5000	dyel	dyel		uni287				ac%		125	150	dmg%		20	30	skill	143	1	2	heal-kill		2	3	res-mag		50	60	gethit-skill	68	5	8	res-pois		25	35	hp%		5	5																	0
Deepwander	100	1		2		37	35	xlb	demonhide boots			5	5000	dgry	dgry		uni288				ac		50	80	move2		25	25	stam		50	50	light		1	7	nofreeze		1	1	hp		25	25	mana		25	25																					0
Road to Perdition	100	1		2		42	38	xvb	sharkskin boots			5	5000	lgry	lgry		uni289				ac%		120	160	move		15	15	balance2		25	25	dex%		20	20	rep-dur	8			addxp		4	7	charged	86	250	20																					0
Zebrastride	100	1		2		47	43	xmb	mesh boots			5	5000	lyel	lyel		uni290				ac%		125	165	move3		40	40	dex/lvl	5			crush		10	10	kick		5	10	res-all		15	15	regen-mana		25	25																					0
Zero Effect	100	1		2		53	50	xtb	battle boots			5	5000	oran	oran		uni291				ac%		130	170	red-dmg%		15	20	abs-cold%		10	15	abs-fire%		10	15	abs-ltng%		10	15	res-pois-max		15	15	nofreeze		1	1	magicskill		1	1																	0
Doubtraiser	100	1		2		58	55	xhb	war boots			5	5000	dgrn	dgrn		uni292				ac/lvl	12			str		20	20	move1		15	15	addxp		-3	-3	heal-kill		12	12	res-all		25	25	kick		5	5	mag%		25	25																	0
Stallion Hooves	100	1		1		62	56	ulb	Wyrmhide Boots			5	5000				uni293				ac%		100	125	dex		35	35	balance3		40	40	move3		40	40	rep-dur	60			dmg-max		20	20	crush		15	15	deadly		20	25																	0
Lustwander	100	1		1		86	74	utb	Mirrored Boots			5	5000	oran	oran		uni294				ac		100	150	oskill	teleport	1	1	move2		20	20	mag%		25	25	res-all		25	25	fire-thorns		25	25																									0
Belts																																																																					0
Ivywrap	100	1		2		8	5	lbl	sash			5	5000	lyel	lyel		uni295				ac		10	20	dmg-pois	75	77	77	res-pois		35	35	res-pois-len		25	50	slow		10	10	mag%		10	15																									0
Spiritseeker	100	1		2		15	12	vbl	light belt			5	5000	whit	whit		uni296				ac		15	25	dmg-undead		50	50	addxp		3	5	cheap		5	5	mana		20	30	regen-mana		50	50																									0
Wreath of Suffering	100	1		2		25	21	mbl	belt			5	5000	dgry	dgry		uni297				ac%		100	125	dmg-max		5	15	manasteal		2	5	crush		5	10	regen		-2	-2	str		10	10	vit		10	10																					0
Pirate's Faith	100	1		2		31	28	tbl	heavy belt			5	5000	oran	oran		uni298				mag%		25	25	gold%		100	100	move2		20	20	ac%		120	145	dex		15	15	red-dmg%		5	10																									0
Leash of Cerebus	100	1		2		35	30	hbl	girdle			5	5000	lgrn	lgrn		uni299				ac%		125	150	all-stats		10	10	regen		3	3	skilltab	15	1	3	skill	227	1	3	skill	237	1	3	balance1		15	15	res-ltng		35	45																	0
Xenophobe	100	1		2		41	37	zlb	demonhide sash			5	5000	dgry	dgry		uni300				ac%		100	150	ac/lvl	6			hit-skill	77	10	3	skilltab	6	1	1	skill	77	3	3	dmg%		15	20	dmg-to-mana		5	10																					0
Wave Whipper	100	1		2		44	40	zvb	sharkskin belt			5	5000	lblu	lblu		uni301				ac%		110	160	res-cold		25	35	crush		5	10	deadly		5	10	oskill	145	1	7	move2		20	20																									0
Weakling's Whimper	100	1		2		47	43	zmb	mesh belt			5	5000	lgrn	lgrn		uni302				ac%		125	165	gethit-skill	72	20	1	charged	72	15	25	str		20	20	res-pois		10	25	res-fire		35	35																									0
Fortune's Fool	100	1		2		52	48	ztb	battle belt			5	5000	dgld	dgld		uni303				ac%		75	100	ac		50	75	gold%/lvl	16			mag%/lvl	6			enr		-5	-5	vit		-5	-5	oskill	find item	1	1																					0
Shattered Dreams	100	1		2		56	52	zhb	war belt			5	5000	blac	blac		uni304				ac%		135	175	dmg-max		5	15	stupidity		1	1	swing1		10	10	regen		5	5	deadly		10	10	oskill	mace mastery	1	1																					0
Ecstasy of Ishtar	100	1		1		76	71	utc	Troll Belt			5	5000	cblu	cblu		uni305				ac%		100	200	hp%		25	25	mana%		25	25	red-dmg		25	30	red-mag		25	30	pierce		50	50																									0
Amazon Bows																																																																					0
Bleeding Branch	100	1		2		22	18	am1	stag bow			5	5000	cred	cred		uni306				dmg%		120	160	dmg-norm		10	20	lifesteal		5	8	noheal		1	1	openwounds		57	57	bloody		1	1	sock		2	2																					0
Elvenbrand	100	1		2		35	32	am2	reflex bow			5	5000	cgrn	cgrn		uni307				dmg%		125	175	ama		1	1	skilltab	0	1	3	swing2		20	20	dex		20	20	ignore-ac		1	1	pierce		20	20	dmg-norm		10	20																	0
Adamantine Leaf	100	1		5		37	33	am6	Ashwood Bow			5	5000	cgrn	cgrn		uni308				dmg%		125	190	skilltab	0	1	3	swing2		20	20	res-all		35	50	pierce		25	25	move2		25	25	magicarrow		1	1	att%		25	25	skill	32	7	7	dmg-norm		20	40									0
Quicksilver	100	1		1		88	85	amc	Grand Matron Bow			5	5000	whit			uni309				dmg%		200	300	dmg/lvl	16			dmg-norm		40	100	swing3		50	50	skilltab	0	3	3	ama		2	2	addxp		10	10	res-all		15	50																	0
Amazon Javelins																																																																					0
Hastemaster	100	1		2		33	27	am5	maiden javelin			5	5000	dyel	dyel		uni310				dmg%		120	160	dmg-throw		15	15	rep-quant	25			stack		55	55	swing3		40	40	block2		30	30																									0
Sister of the Sun	100	1		2		52	49	ama	ceremonial javelin			5	5000	oran	oran		uni311				dmg%		215	270	ama		2	2	dmg-fire		75	100	res-cold		35	35	res-fire		50	50	skilltab	2	1	3	rep-quant	25			stack		155	155																	0
Amazon Spears																																																																					0
Hawkfire	100	1		1		11	8	am3	Maiden Spear			5	5000	lred	lred		uni312				dmg%		75	100	dmg-fire		5	18	res-fire		35	35	ama		1	1	hp		35	35	swing2		25	25																									0
Sepia Shard	100	1		1		22	19	am4	Maiden Pike			5	5000	cblu	cblu		uni313				dmg%		100	125	dmg-cold	200	10	15	res-cold		20	40	skilltab	2	2	2	mana		35	50	att		100	200	manasteal		6	9																					0
Silverdawn	100	1		1		35	33	am8	Ceremonial Spear			5	5000	whit	whit		uni314				dmg%		140	200	ama		1	1	skilltab	1	2	4	dmg-ltng		1	200	res-ltng		50	65	light		4	7	dmg-demon		100	200	hp/lvl	9			dmg-norm		20	60													0
Manticore's Retort	100	1		1		76	70	ame	Matriarchal Pike			5	5000	oran	lred		uni315				dmg%		200	300	dmg-norm		50	100	swing3		35	35	dmg-pois	100	999	999	skilltab	2	1	3	res-pois-max		15	15	res-pois		50	50	res-pois-len		75	75																	0
Sorceress Orbs																																																																					0
Sparrow's Trill	100	1		1		8	6	ob1	Eagle Orb			5	5000	oran	oran		uni316				dmg-norm		3	8	skilltab	5	1	1	mana		25	35	ac		15	25	move1		20	20																													0
Flicker Cinch	100	1		1		14	12	ob2	Sacred Globe			5	5000				uni317				dmg%		80	120	block		20	30	block2		20	20	hp		25	25	mana		35	35	mag%		20	30																									0
Soul Stinger	100	1		1		21	18	ob3	Smoked Sphere			5	5000	dgry	dgry		uni318				sor		1	1	rip		1	1	oskill	weaken	2	2	hit-skill	66	75	5	dmg-norm		10	20	manasteal		35	35																									0
Thought Splinter	100	1		1		24	22	ob4	Clasped Orb			5	5000				uni319				enr/lvl	8			skilltab	4	1	3	skilltab	3	1	3	skilltab	5	1	3	heal-kill		5	5	addxp		5	5																									0
Eternity Cable	100	1		1		27	26	ob5	Dragon Stone			5	5000	blac	blac		uni320				sor		2	2	skill-rand	3	36	60	skill-rand	3	36	60	skill-rand	3	36	60	res-all		25	40	str		25	25	dex		15	15																					0
Dreamsplitter	100	1		1		31	29	ob6	Glowing Orb			5	5000	cgrn	cgrn		uni321				allskills		1	1	skill-rand	7	36	60	all-stats		15	25	mag%		15	25	gold%		50	100	sock		2	2	regen		10	15																					0
Murdering Shard	100	1		1		35	33	ob7	Crystalline Globe			5	5000	lpur	lpur		uni322				dmg-norm		15	30	dmg%		100	150	swing2		40	40	manasteal		100	100	slow		35	35	sor		2	2	heal-kill		10	15																					0
Dawn Shadow	100	1		1		37	35	ob8	Cloudy Sphere			5	5000				uni323				mana%		25	25	hp%		20	20	allskills		2	2	cast2		25	25	regen-mana		200	200	balance2		30	30	block		25	25																					0
Desecration Sigil	100	1		1		42	39	ob9	Sparkling Ball			5	5000	whit	whit		uni324				oskill	skeleton mastery	5	12	oskill	revive	1	3	oskill	raise skeletal mage	6	10	cast3		40	40	cheap		10	10	mana/lvl	8			sor		2	2	oskill	grim ward	1	1																	0
Haven of Light	100	1		1		53	50	obb	Heavenly Stone			5	5000				uni325				sor		2	2	pierce-ltng		30	50	pierce-fire		30	50	pierce-cold		30	50	skill	65	3	3	skill	63	3	3	skill	61	3	3																					0
Soul of the Tanar'Ri	100	1		1		71	68	obd	Demon Heart			5	5000	blac	blac		uni326				allskills		1	1	red-dmg%		20	20	abs-fire%		15	20	abs-cold%		15	20	abs-ltng%		15	20	fade		1	1	move3		30	30	mana%		40	40																	0
Athena's Tirade	100	1		1		86	73	obf	Vortex Orb			5	5000				uni327				sor		3	3	aura	conviction	5	5	ac		200	200	enr%		15	15	all-stats		35	35	regen		25	25	regen-mana		150	150	mag%		50	75	gold%		100	200													0
Necromancer Heads																																																																					0
Goblin Grin	100	1		1		7	4	ne1	Preserved Head			5	5000	lgrn	lgrn		uni328				ac%		40	60	block		15	20	block1		20	20	skill	69	1	2	skill	70	1	2	cast1		15	15																									0
Death's Witness	100	1		1		13	10	ne2	Zombie Head			5	5000	dgry	dgry		uni329				ac%		45	65	block		10	20	move2		25	25	nec		1	1	ac		15	25	res-pois		35	35	cast1		15	15																					0
Scalphunter	100	1		1		17	15	ne3	Unraveller Head			5	5000	lyel	lyel		uni330				ac%		50	70	block		20	30	block2		25	25	skilltab	6	1	3	red-dmg		8	10	demon-heal		15	15	cast2		20	20																					0
Sinister Smile	100	1		1		24	20	ne4	Gargoyle Head			5	5000				uni331				ac%		55	75	balance2		25	25	block2		25	25	nec		1	1	res-ltng		25	40	res-fire		35	50	hp		50	50																					0
Chiaroscuro Visage	100	1		1		28	26	ne5	Demon Head			5	5000	lred	lred		uni332				ac%		60	80	block		25	35	swing2		20	20	skilltab	7	1	3	dmg-norm		10	20	crush		35	35	dmg-pois	175	100	100	cast2		25	25																	0
Janus' Face	100	1		1		32	29	ne6	Mummified Trophy			5	5000	whit	whit		uni333				ac%		90	110	balance3		25	25	block2		20	20	skilltab	8	1	3	mana-kill		3	5	pierce-pois		25	25	dmg-to-mana		10	15	cast2		20	20																	0
Carrion Comfort	100	1		1		37	33	ne7	Fetish Trophy			5	5000	lpur	lpur		uni334				ac%		100	140	block		15	40	balance2		25	25	skill-rand	3	66	95	skill-rand	2	76	95	skill-rand	1	88	95	abs-mag		8	12	cast2		25	25																	0
Rictus of the Joker	100	1		1		41	36	ne8	Sexton Trophy			5	5000				uni335				ac%		100	150	block		25	50	block2		30	30	skilltab	6	1	3	nec		2	2	sock		2	2																									0
Dreamsender	100	1		1		45	40	ne9	Cantor Trophy			5	5000	blac	blac		uni336				ac%		120	170	balance3		25	25	move2		25	25	nec		2	2	mag%		50	50	str		20	20	dex		20	20	rep-dur	10			dur		100	100													0
Reaper's Trophy	100	1		1		54	49	neb	Minion Skull			5	5000				uni337				ac%		130	180	block		20	40	block2		30	30	allskills		2	2	hp/lvl	9			mana/lvl	9			res-cold		45	45	rip		1	1																	0
Basilisk's Kiss	100	1		1		73	66	ned	Overseer Skull			5	5000				uni338				ac%		200	300	block		50	60	block3		45	45	red-dmg%		20	30	sock		2	2	dmg-to-mana		10	15	cast2		30	30																					0
Paladin Heraldic Shields																																																																					0
Seafarer's Security	100	1		1		8	5	pa1	Targe			5	5000	lblu	lblu		uni339				ac		10	15	dmg%		15	25	block		20	25	cold-thorns		8	14	sock		2	2																													0
Grip of the Gorgon	100	1		1		13	10	pa2	Rondache			5	5000	cgrn	cgrn		uni340				ac%		50	80	block		15	30	str		25	25	skilltab	10	1	3	slow		15	25	howl		75	75																									0
Secret of Steel	100	1		1		18	15	pa3	Heraldic Shield			5	5000				uni341				ac%		75	100	ac		20	40	red-dmg%		10	20	ease		-15	-15	block		15	15	block2		25	25	balance2		25	25																					0
Hellchatter	100	1		1		23	20	pa4	Aerin Shield			5	5000	lgry	lgry		uni342				ac		40	50	pal		1	1	res-all		60	70	dmg-fire		16	24	hit-skill	76	10	7	rep-dur		7		dur		45	45																					0
Devourer of Worlds	100	1		1		28	25	pa5	Crown Shield			5	5000	blac	blac		uni343				ac%		75	100	dmg%		25	50	sock		2	4	pal		1	2																																	0
Twilight Presence	100	1		1		33	30	pa6	Akaran Targe			5	5000	lgry	lgry		uni344				ac%		100	140	stupidity		3	3	att%		25	25	dmg-demon		100	100	move2		30	30	block		25	25	balance2		25	25																					0
Voice of the Prophet	100	1		1		37	34	pa7	Akaran Rondache			5	5000				uni345				oskill	shout	3	3	oskill	battle orders	3	3	oskill	battle command	3	3	res-all		40	40	allskills		2	2	hp%		15	15	rip		1	1																					0
Black Rain	100	1		1		42	39	pa8	Protector Shield			5	5000	blac	blac		uni346				ac%		100	150	res-fire		50	50	res-cold		35	35	dmg-ltng		10	100	stupidity		2	2	kill-skill	static field	100	3	aura	118	5	8																					0
Grand Inquisitor	100	1		1		49	46	paa	Royal Shield			5	5000				uni347				ac%		125	200	block		35	35	block3		50	50	balance3		50	50	addxp		10	15	dmg%		50	50	pal		3	3	res-all-max		10	10																	0
Cleric's Rebuke	100	1		1		58	55	pab	Sacred Targe			5	5000				uni348				ac		150	200	aura	thorns	15	20	gethit-skill	82	15	5	res-all		75	75	pal		2	2	gold%		200	200	mag%/lvl	8			regen		10	15																	0
Sacred Temptation	100	1		1		67	64	pac	sacred rondache			5	5000	blac	blac		uni349				ac%		180	210	block2		30	30	pal		1	2	block		20	20	red-mag		5	9	att%		40	75	dmg%		40	75	sock		2	2																	0
Dawnfall	100	1		1		73	70	pad	Kurast Shield			5	5000				uni350				gethit-skill	62	3	30	ac%		140	200	red-dmg%		35	35	res-all		50	75	skill-rand	3	96	125	move2		25	25	swing3		30	30																					0
Fortress of Morpheus	100	1		1		88	85	paf	Vortex Shield			5	5000				uni351				pal		4	4	ac%		175	175	red-dmg%		10	15	res-all		30	50	sock		4	4																													0
Barbarian Tribal Helms																																																																					0
Chaos Kin	100	1		1		9	6	ba1	Jawbone Cap			5	5000		oran		uni352				ac		10	15	bar		1	1	red-dmg		3	5	dmg-max		8	12	res-ltng		15	25	howl		66	66																									0
Darkhunger	100	1		1		13	11	ba2	Fanged Helm			5	5000		cred		uni353				ac		10	20	stupidity		2	2	res-all		10	15	lifesteal		5	8	heal-kill		3	5	skilltab	12	1	2																									0
Dragonkin	100	1		1		21	17	ba3	Horned Helm			5	5000		dgrn		uni354				ac%		50	75	dur		25	25	rep-dur	20			att		125	125	dmg-fire		10	20	block		15	15	red-dmg%		5	10																					0
Blood Dancer	100	1		1		25	22	ba4	Assault Helmet			5	5000		dred		uni355				ac		25	50	bloody		1	1	noheal		1	1	move3		25	25	dex		15	15	hp		25	25	res-cold		25	25	res-fire		20	20																	0
Chimera's Chaos	100	1		1		29	26	ba5	Avenger Guard			5	5000		lyel		uni356				ac%		100	140	dmg%		25	25	red-dmg%		10	10	res-all		15	15	oskill	Enchant	6	10	str		20	20																									0
Deadgaze	100	1		1		33	30	ba6	Jawbone Visor			5	5000		blac		uni357				ac%		100	150	rip		1	1	howl		99	99	manasteal		8	8	mana		35	50	res-ltng		25	25	block		15	15																					0
Gambler's Glory	100	1		1		37	33	ba7	Lion Helm			5	5000		lpur		uni358				ac		50	100	gold%		100	100	mag%/lvl	8			bar		1	1	skilltab	12	1	3	balance2		20	20	swing1		15	15																					0
Slayer's Glee	100	1		1		41	36	ba8	Rage Mask			5	5000				uni359				ac%		125	150	skill	147	5	5	skill	152	2	2	bar		1	1	kill-skill	decrepify	50	1	gethit-skill	77	25	2	regen		10	10																					0
Hellraiser's Casque	100	1		1		45	39	ba9	Savage Helmet			5	5000				uni360				ac%/lvl	16			rep-dur	9			bar		2	2	heal-kill		10	10	addxp		5	5	sock		2	3																									0
Foul Embrace	100	1		1		56	50	bab	Carnage Helm			5	5000				uni361				ac%		150	200	allskills		3	3	dmg-pois	200	1200	1200	res-all		55	75	regen		-12	-12	dmg-to-mana		10	10	manasteal		6	8	regen-mana		100	100																	0
Conscience of the King	100	1		1		86	81	baf	Guardian Crown			5	5000				uni362				ac		200	300	res-all		25	25	red-dmg%		15	15	allskills		1	3	mag%		50	50	addxp		5	10	vit%		15	15	all-stats		20	30	slow		20	30													0
Druid Pelts																																																																					0
Blood Brother	100	1		1		7	4	dr1	Wolf Head			5	5000	lred	lred		uni363				ac%		50	75	lifesteal		5	8	hp		25	25	mana		20	20	skill	223	1	3	skill	224	1	3																									0
Copperbite	100	1		1		12	8	dr2	Hawk Helm			5	5000	lgld	lgld		uni364				ac%		55	75	ac		10	15	rep-dur	7			res-pois		55	55	dmg-pois	100	100	100	dru		1	1																									0
Silverskin	100	1		1		17	14	dr3	Antlers			5	5000	whit			uni365				ac		35	45	red-dmg		8	10	move2		25	25	skilltab	16	1	3	deadly		15	25	dmg-cold		10	15	freeze		2	2																					0
Eye of Heaven	100	1		1		22	19	dr4	Falcon Mask			5	5000				uni366				ac%		65	100	half-freeze		1	1	enr		15	15	vit		15	15	stam		75	75	cast2		25	25																									0
Wraith Whisper	100	1		1		27	25	dr5	Spirit Mask			5	5000	dgry	dgry		uni367				ac%		80	110	dru		1	1	skilltab	17	1	2	light		3	5	ethereal		1	1	rep-dur	15			res-cold/lvl	8																							0
The King's Heart	100	1		1		34	29	dr6	Alpha Helm			5	5000				uni368				ac%		100	125	allskills		1	1	res-all		25	25	dmg%		25	25	skill	238	7	7	hp%		20	25																									0
Creeper's Canopy	100	1		1		37	33	dr7	Griffon Headress			5	5000				uni369				ac%		100	135	skill	223	5	7	skill	232	5	7	skill	242	5	7	howl		75	75	balance2		25	25	regen-mana		50	50																					0
Night Prowler	100	1		1		42	37	dr8	Hunter's Guise			5	5000	blac	blac		uni370				ac%		120	150	dru		2	2	skilltab	15	1	2	move3		50	50	balance2		25	25	swing2		15	15	block3		40	40																					0
Falcon Sharp	100	1		1		47	40	dr9	Sacred Feathers			5	5000				uni371				ac%		125	150	dmg%		50	50	res-all		20	20	dmg-ltng		15	250	dmg-fire		25	60	oskill	inner sight	2	4	all-stats		15	15	skilltab	16	1	2																	0
Sanctuary's Scion	100	1		1		66	59	drc	Sun Spirit			5	5000	dyel	dyel		uni372				ac%		150	200	dru		2	2	red-dmg%		20	20	red-mag%		20	20	mag%		25	50	att%		35	50	skill-rand	7	221	250																					0
Stone Feather	100	1		1		86	80	drf	Dream Spirit			5	5000	oran	oran		uni373				ac%		200	300	red-dmg%		25	50	ease		-65	-65	sock		3	3	allskills		2	3																													0
Assassin Claws																																																																					0
Dusk Ray	100	1		5		37	32	9wb	Wrist Spike			5	5000	oran	oran		uni374				dmg%		140	180	dmg-norm		20	40	allskills		1	1	skilltab	20	1	1	dmg-fire		40	90	aura	109	4	9	swing2		30	30	mana		35	35																	0
Scarab Cleaver	100	1		5		39	36	9xf	Fascia			5	5000	cblu	cblu		uni375				dmg%		150	200	swing2		20	20	ass		2	2	sock		1	2	res-ltng		75	75	abs-ltng		20	25	dmg-demon		150	250	dmg-max		10	10																	0
Slithertongue	100	1		5		41	38	9cs	Hand Scythe			5	5000				uni376				dmg%		175	220	res-pois		45	45	res-pois-max		10	20	res-pois-len		75	75	dmg-pois	125	1000	1000	skilltab	21	1	3	dex		15	15	enr		20	20	dmg-max		15	20													0
Werewolf Talons	100	1		5		47	40	9lw	Greater Claws			5	5000				uni377				dmg%		175	240	swing3		30	30	allskills		2	2	oskill	shape shifting	5	8	oskill	wearwolf	5	8	oskill	fury	1	3	att%		25	25	sock		1	2																	0
Adamantine Razors	100	1		2		56	50	9tw	greater talons			5	5000	whit	whit		uni378				dmg%		220	270	ass		1	1	dmg-norm		30	60	indestruct		1	1	deadly		44	44	crush		27	27	skilltab	18	1	3	manasteal		6	6																	0
Glitterkill	100	1		5		54	49	9qr	Scissors Quhab			5	5000				uni379				dmg%		170	225	ass		2	2	res-mag%		20	20	res-all		25	25	move2		25	25	skill	258	1	3	skill	264	1	3	rep-dur	5																			0
Iniquity Razor	100	1		1		61	55	7ar	Suwayyah			5	5000		lpur		uni380				dmg%		200	275	allskills		1	2	mag%/lvl	5			mag%		25	50	deadly		50	75	block		15	25	block3		40	40	skilltab	20	1	3																	0
Silent Shank	100	1		1		76	70	7xf	War Fist			5	5000	blac	blac		uni381				dmg%		200	260	swing3		35	35	cast2		25	25	regen		10	15	nofreeze		1	1	cheap		20	20	fade		1	3	dmg/lvl	7																			0
Sin Sister	100	1		1		83	78	7tw	Runic Talons			5	5000	blac	blac		uni382				dmg%		200	300	swing2		30	40	sock		3	3	dmg/lvl	7			allskills		1	1	pierce-phys		10	10																									0
